"stock #","on website & classifieds","category","status","year","manufacturer","model","brand","title","price","sales price","website only price","hidden price","msrp","vin#","condition","location country","location region","location city","location postal code","location_phone","description","length","width","height","weight (lbs)","gvwr (lbs)","axle capacity (lbs)","payload capacity (lbs)","overall length","min width","min height","axles","subttile","sleeping capacity","slideouts","pull type","construction","is tilt","ramps","living quarters","conversion company","side wall height","custom conversion company","roof type","nose type","color","is rental","weekly rate","daily rate","monthly rate","external link","shortwall length","stalls","manger","configuration","midtack","admin-unit cost","admin-shipping cost","admin-prep cost","admin-total cost","admin-min sell price","admin-notes","is on special","is featured","created at date","append images on import","number of images","images"
"TB26355","Yes","trailer.flatbed","Available","2023","Big Tex Trailers","10OA-18BK-8SIR","","2023 Big Tex Trailers 10OA-18BK-8SIR Flatbed Trailer","$9050.00","$0.00","$0.00","$0.00","$9848.00","16V1F242XP2287487","New","US","CO","Parker","80134","3038414910","8.6X18 PRO SERIES OVER THE AXLE BUMPER PULL\nMADE IN THE U.S.A.\nTHE 10OA PRO SERIES OVER THE AXLE BUMPER PULL TRAILER FROM BIG TEX HAS BEEN DESIGNED TO HAUL PALLETS AND OTHER MEDIUM WEIGHT EQUIPMENT. A 102 INCH LOW PROFILE BED WITH A I-BEAM FRAME FEATURES AN INTEGRAL TONGUE FOR ADDED STRENGTH AND DURABILITY\nSTANDARD FEATURES:\nFORGED ADJUSTABLE 2-5/1 INCH COUPLER\n7-WAY RV CONNECTOR\nSAFETY CHAINS INCH GRADE 70 W/ SAFETY LATCH HOOK (2 each)\nEXP. METAL IN BOTTOM OF TONGUE\nSHEET METAL TONGUE TRAY\n8000# DROP LEG JACK\nTONGUE INTEGRAL WITH FRAME FOR ADDED STRENGTH\nSEALED MODULAR WIRING HARNESS\nCOMPLETE BREAK-A-WAY SYSTEM CHARGER\nSPARE TIRE MOUNT (IN TONGUE AREA)\nRUB RAIL AND TIE DOWN POCKETS ALONG SIDES &amp; FRONT\nLOW PROFILE BEDS PIERCED 8 INCH I-BEAM FRAME\n2 INCH TREATED PINE FLOORING\nRADIAL TIRES ST225/75R15 LOAD RANGE D\n15 INCH x 6 INCH BLACK SPOKE 6 BOLT WHEELS\nMULTI LEAF SPRING W/ EQUALIZER\nEZ LUBE HUBS\nNEV-R-ADJUST ELECTRIC BRAKES ON ALL HUBS\nCAMBERED AXLES\nDEXTER BRAND AXLES\nGROMMET MOUNT SEALED LIGHTING\nL.E.D. LIGHTING PACKAGE\nSUPERIOR QUALITY FINISH IS APPLIED FOR HIGHLY DECORATIVE AND PROTECTIVE FINISH\nCASH CHECK OR FINANCED PRICE\nFINANCING AVAILABLE TO THOSE WHO QUALIFY\nNOT RESPONSIBLE FOR TYPOGRAPHICAL ERRORS","216.00 in","103.20 in","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","No","2023-05-16T13:59:42-05:00","0","0",""
"TB26356","Yes","trailer.equipment","Available","2023","Big Tex Trailers","10OA-18BK-8SIR","","2023 Big Tex Trailers 10OA-18BK-8SIR Equipment Trailer","$9050.00","$0.00","$0.00","$0.00","$9850.00","16V1F2423P2287489","New","US","CO","Parker","80134","3038414910","8.6X18 PRO SERIES OVER THE AXLE BUMPER PULL \nMADE IN THE U.S.A.\nTHE 10OA PRO SERIES OVER THE AXLE BUMPER PULL TRAILER FROM BIG TEX HAS BEEN DESIGNED TO HAUL PALLETS AND OTHER MEDIUM WEIGHT EQUIPMENT. A 102 INCH LOW PROFILE BED WITH A I-BEAM FRAME FEATURES AN INTEGRAL TONGUE FOR ADDED STRENGTH AND DURABILITY\nSTANDARD FEATURES:\nFORGED ADJUSTABLE 2-5/1 INCH COUPLER\n7-WAY RV CONNECTOR\nSAFETY CHAINS INCH GRADE 70 W/ SAFETY LATCH HOOK (2 each)\nEXP. METAL IN BOTTOM OF TONGUE\nSHEET METAL TONGUE TRAY\n8000# DROP LEG JACK\nTONGUE INTEGRAL WITH FRAME FOR ADDED STRENGTH\nSEALED MODULAR WIRING HARNESS\nCOMPLETE BREAK-A-WAY SYSTEM CHARGER\nSPARE TIRE MOUNT (IN TONGUE AREA)\nRUB RAIL AND TIE DOWN POCKETS ALONG SIDES &amp; FRONT\nLOW PROFILE BEDS PIERCED 8 INCH I-BEAM FRAME\n2 INCH TREATED PINE FLOORING\nRADIAL TIRES ST225/75R15 LOAD RANGE D\n15 INCH x 6 INCH BLACK SPOKE 6 BOLT WHEELS\nMULTI LEAF SPRING W/ EQUALIZER\nEZ LUBE HUBS\nNEV-R-ADJUST ELECTRIC BRAKES ON ALL HUBS\nCAMBERED AXLES\nDEXTER BRAND AXLES\nGROMMET MOUNT SEALED LIGHTING\nL.E.D. LIGHTING PACKAGE\nSUPERIOR QUALITY FINISH IS APPLIED FOR HIGHLY DECORATIVE AND PROTECTIVE FINISH\nCASH CHECK OR FINANCED PRICE\nFINANCING AVAILABLE TO THOSE WHO QUALIFY\nNOT RESPONSIBLE FOR TYPOGRAPHICAL ERRORS","216.00 in","103.20 in","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","No","2023-05-16T13:59:43-05:00","0","0",""
"TM26340","Yes","trailer.utility","Available","2024","Aluma","UTR14S-R","","2024 Aluma UTR14S-R Utility Trailer","$6475.00","$0.00","$0.00","$0.00","$7066.00","1YGUT1411RB272285","New","US","CO","Parker","80134","3038414910","ALUMA UTR14\nSTANDARD FEATURES:\nSINGLE PULL TONGUE UNDER BED 38 INCHES LONG WITH 2 INCH COUPLER\nSWIVEL TONGUE JACK 800 LB CAPACITY\nSAFETY CHAINS\n24 INCH ROCK GUARD WITH STORAGE BOX\nALUMINUM FENDERS\n3500 LB RUBBER TORSION AXLE (RATED AT 2990) - NO BRAKES - EASY LUBE HUBS\nST205/75R14 LRC RADIAL TIRES (1760 LB CAP/TIRE)\nTIGER BLACK ALUMINUM WHEEL\nSOLID SIDES 7.5 INCHES TALL WITH SLIDER CHANNEL\nEXTRUDED ALUMINUM FLOOR\nLED LIGHTING PACKAGE\nBED LIGHTING - 6 BED LIGHTS 2 FRONT MOUNTED LIGHTS 1 STORAGE BOX INTERIOR LIGHT\nPULL OUT RAMP 72 INCHES WIDE X 69.5 INCHES LONG\nOVERALL WIDTH = 101.5 INCHES\nCASH CHECK OR FINANCED PRICE\nFINANCING AVAILABLE TO THOSE WHO QUALIFY\nNOT RESPONSIBLE FOR TYPOGRAPHICAL ERRORS","168.00 in","100.80 in","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","No","2023-05-16T13:59:45-05:00","0","0",""
"TM26337","Yes","trailer.utility","Available","2024","Aluma","7814TA-EL-BT-TR-RTD","","2024 Aluma 7814TA-EL-BT-TR-RTD Utility Trailer","$8275.00","$0.00","$0.00","$0.00","$9214.00","1YGUS1423RB270095","New","US","CO","Parker","80134","3038414910","ALUMA 7800 SERIES \nSTANDARD FEATURES:\nA-FRAMED ALUMINUM TONGUE 48 INCHES LONG WITH 2-5/16 INCH COUPLER\nBREAKAWAY KIT\nSINGLE WHEEL SWIVEL TONGUE JACK 1500 LB CAPACITY\nSAFETY CHAINS\nST205/75R14 LRC RADIAL TIRES (1760 LB CAP/TIRE)\nALUMINUM WHEELS 5-4.5 BHP\nREMOVABLE ALUMINUM FENDERS\n2-3500 LB RUBBER TORSION AXLES EASY LUBE HUBS\nELECTRIC BRAKES\nEXTRUDED ALUMINUM FLOOR\nFRONT AND SIDE RETAINING RAILS\n6) STAKE POCKETS (3 PER SIDE)\n4)RECESSED TIE RINGS\nLED LIGHTING PACKAGE\n(2) DROP DOWN REAR STABILIZER JACKS\n5 YEAR WARRANTY\nCASH CHECK OR FINANCED PRICE\nFINANCING AVAILABLE TO THOSE WHO QUALIFY\nNOT RESPONSIBLE FOR TYPOGRAPHICAL ERRORS","168.00 in","78.00 in","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","No","2023-05-16T13:59:46-05:00","0","0",""
"TM26338","Yes","trailer.utility","Available","2024","Aluma","7816TA-EL-BT-TR-RTD","","2024 Aluma 7816TA-EL-BT-TR-RTD Utility Trailer","$8555.00","$0.00","$0.00","$0.00","$9531.00","1YGUS1621RB272599","New","US","CO","Parker","80134","3038414910","ALUMA 7800 SERIES\nSTANDARD FEATURES:\nA-FRAMED ALUMINUM TONGUE 48 INCHES LONG WITH 2-5/16 INCH COUPLER\nBREAKAWAY KIT\nSINGLE WHEEL SWIVEL TONGUE JACK 1500 LB CAPACITY\nSAFETY CHAINS\nST205/75R14 LRC RADIAL TIRES (1760 LB CAP/TIRE)\nALUMINUM WHEELS 5-4.5 BHP\nREMOVABLE ALUMINUM FENDERS\n2-3500 LB RUBBER TORSION AXLES EASY LUBE HUBS\nELECTRIC BRAKES\nEXTRUDED ALUMINUM FLOOR\nFRONT AND SIDE RETAINING RAILS\n6) STAKE POCKETS (3 PER SIDE)\n4)RECESSED TIE RINGS\nLED LIGHTING PACKAGE\n(2) 5 FT ALUMINUM RAMPS WITH STORAGE UNDERNEATH\n(2) DROP DOWN REAR STABILIZER JACKS\n5 YEAR WARRANTY\nCASH CHECK OR FINANCED PRICE\nFINANCING AVAILABLE TO THOSE WHO QUALIFY\nNOT RESPONSIBLE FOR TYPOGRAPHICAL ERRORS","192.00 in","78.00 in","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","No","2023-05-16T13:59:47-05:00","0","0",""
"TM26339","Yes","trailer.utility","Available","2024","Aluma","7816TA-EL-R-TR-RTD","","2024 Aluma 7816TA-EL-R-TR-RTD Utility Trailer","$8450.00","$0.00","$0.00","$0.00","$9222.00","1YGUS1623RB272331","New","US","CO","Parker","80134","3038414910","ALUMA 7800 SERIES\nSTANDARD FEATURES:\nA-FRAMED ALUMINUM TONGUE 48 INCHES LONG WITH 2-5/16 INCH COUPLER\nBREAKAWAY KIT\nSINGLE WHEEL SWIVEL TONGUE JACK 1500 LB CAPACITY\nSAFETY CHAINS\nST205/75R14 LRC RADIAL TIRES (1760 LB CAP/TIRE)\nALUMINUM WHEELS 5-4.5 BHP\nREMOVABLE ALUMINUM FENDERS\n2-3500 LB RUBBER TORSION AXLES EASY LUBE HUBS\nELECTRIC BRAKES\nEXTRUDED ALUMINUM FLOOR\nFRONT AND SIDE RETAINING RAILS\n6) STAKE POCKETS (3 PER SIDE)\n4)RECESSED TIE RINGS\nLED LIGHTING PACKAGE\n(2) 5 FT ALUMINUM RAMPS WITH STORAGE UNDERNEATH\n(2) DROP DOWN REAR STABILIZER JACKS\n5 YEAR WARRANTY\nCASH CHECK OR FINANCED PRICE\nFINANCING AVAILABLE TO THOSE WHO QUALIFY\nNOT RESPONSIBLE FOR TYPOGRAPHICAL ERRORS","192.00 in","78.00 in","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","No","2023-05-16T13:59:49-05:00","0","0",""
"TM26336","Yes","trailer.utility","Available","2024","Aluma","8216TILT-TA-EL-RTD","","2024 Aluma 8216TILT-TA-EL-RTD Utility Trailer","$10675.00","$0.00","$0.00","$0.00","$11653.00","1YGHD1620RB272122","New","US","CO","Parker","80134","3038414910","ALUMA 8216 TILT TRAILER\nSTANDARD FEATURES:\nA-FRAMED ALUMINUM TONGUE\n2-5/16 INCH COUPLER\nBREAKAWAY KIT\nPADDED TONGUE JACK 2500 LB CAPACITY\nSAFETY CHAINS\n2-3500 LB RUBBER TORSION AXLES WITH EASY LUBE HUBS\nELECTRIC BRAKES\nST205/75R14 LRC RADIAL TIRES (1760 LB CAP/TIRE)\nALUMINUM WHEELS 5-4.5 BHP\nREMOVABLE ALUMINUM TEARDROP FENDERS\nEXTRUDED ALUMINUM FLOOR\n(8) STAKE POCKETS (4 PER SIDE)\n(4) RECESSED TIE RINGS\nFRONT RETAINING RAIL\nBED LOCKS FOR TRAVEL AND FOR LOCKING BED IN UP POSITION\nCONTROL VALVE TO ADJUST RATE OF DESCENT\nLED LIGHTING PACKAGE\nOVERALL WIDTH = 101.5 INCHES\nOVERALL LENGTH = 268 INCHES\nTILT = 11/8.5/7.5\n5 YEAR WARRANTY\nCASH CHECK OR FINANCED PRICE\nFINANCING AVAILABLE TO THOSE WHO QUALIFY\nNOT RESPONSIBLE FOR TYPOGRAPHICAL ERRORS","192.00 in","81.60 in","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","No","2023-05-16T13:59:50-05:00","0","0",""
"TM26334","Yes","trailer.utility","Available","2024","Aluma","8220H-ANV-TILT-TA-EL","","2024 Aluma 8220H-ANV-TILT-TA-EL Utility Trailer","$14895.00","$0.00","$0.00","$0.00","$16282.00","1YGHD2021RB272533","New","US","CO","Parker","80134","3038414910","ALUMA 8220 ANNIVERSARY TILT TRAILER \nSTANDARD FEATURES:\nA-FRAME ALUMINUM TONGUE 44.5 INCHES LONG WITH 2-5/16 INCH COUPLER\nBREAKAWAY KIT\nSAFETY CHAINS\nPADDED TONGUE JACK 2500 LB CAPACITY\nST205/75R14 LRC RADIAL TIRES (1760 LB CAP/TIRE)\nALUMINUM WHEELS 5-4.5 BHP\n(2) 3500 LB RUBBER TORSION AXLES - EASY LUBE HUBS\nELECTRIC BRAKES\nREMOVABLE ALUMINUM TEARDROP FENDERS\nEXTRUDED ALUMINUM FLOOR\nCONTROL VALVE TO ADJUST RATE OF DESCENT\nBED LOCKS FOR TRAVEL AND FOR LOCKING BED IN UP POSITION\nFRONT RETAINING RAIL\n(8) STAKE POCKETS (4 PER SIDE)\n(4) RECESSED TIE RINGS\nLED LIGHTING PACKAGE\nTILT = 11 DEGREES / 8.5 DEGREES / 7.5 DEGREES\n5 YEAR WARRANTY\nCASH CHECK OR FINANCED PRICE\nFINANCING AVAILABLE TO THOSE WHO QUALIFY\nNOT RESPONSIBLE FOR TYPOGRAPHICAL ERRORS","240.00 in","81.60 in","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","No","2023-05-16T13:59:52-05:00","0","0",""
"TM26335","Yes","trailer.utility","Available","2024","Aluma","8220H-ANV-TILT-TA-TL","","2024 Aluma 8220H-ANV-TILT-TA-TL Utility Trailer","$14895.00","$0.00","$0.00","$0.00","$16282.00","1YGHD2029RB272537","New","US","CO","Parker","80134","3038414910","ALUMA 8220 ANNIVERSARY TILT TRAILER\nSTANDARD FEATURES:\nA-FRAME ALUMINUM TONGUE 44.5 INCHES LONG WITH 2-5/16 INCH COUPLER\nBREAKAWAY KIT\nSAFETY CHAINS\nPADDED TONGUE JACK 2500 LB CAPACITY\nST205/75R14 LRC RADIAL TIRES (1760 LB CAP/TIRE)\nALUMINUM WHEELS 5-4.5 BHP\n(2) 3500 LB RUBBER TORSION AXLES - EASY LUBE HUBS\nELECTRIC BRAKES\nREMOVABLE ALUMINUM TEARDROP FENDERS\nEXTRUDED ALUMINUM FLOOR\nCONTROL VALVE TO ADJUST RATE OF DESCENT\nBED LOCKS FOR TRAVEL AND FOR LOCKING BED IN UP POSITION\nFRONT RETAINING RAIL\n(8) STAKE POCKETS (4 PER SIDE)\n(4) RECESSED TIE RINGS\nLED LIGHTING PACKAGE\nTILT = 11 DEGREES / 8.5 DEGREES / 7.5 DEGREES\n5 YEAR WARRANTY\nCASH CHECK OR FINANCED PRICE\nFINANCING AVAILABLE TO THOSE WHO QUALIFY\nNOT RESPONSIBLE FOR TYPOGRAPHICAL ERRORS","240.00 in","81.60 in","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","No","2023-05-16T13:59:53-05:00","0","0",""
"TM26333","Yes","trailer.utility","Available","2024","Aluma","7815S-EL-TG-TR","","2024 Aluma 7815S-EL-TG-TR Utility Trailer","$6250.00","$0.00","$0.00","$0.00","$6834.00","1YGUS1515RB271612","New","US","CO","Parker","80134","3038414910","7815S UTILITY TRAILER\nALL ALUMINUM CONSTRUCTION (EXCLUDING AXLE AND COUPLER)\n4000 LB RUBBER TORSION AXLE-ELECTRIC BRAKES- EASY LUBE HUBS\nST205/75R15 LRC RADIAL TIRES\nALUMINUM WHEELS\nALUMINUM FENDERS\nEXTRUDED ALUMINUM FLOOR\nFRONT AND SIDE RETAINING RAILS\nA-FRAMED ALUMINUM TONGUE 48 INCH LONG WITH 2 INCH COUPLER\n(6) STAKE POCKETS\n(2) REAR STAB JACKS\nSWIVEL TONGUE JACK 1200 LB CAPACITY\nLED LIGHTING PACKAGE SAFETY CHAINS\nALUMINUM TAILGATE\nCASH CHECK OR FINANCED PRICE\nFINANCING AVAILABLE FOR THOSE THAT QUALIFY\nNOT RESPONSIBLE FOR TYPOGRAPHICAL ERRORS","168.00 in","78.00 in","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","No","2023-05-16T13:59:55-05:00","0","0",""
"TM26331","Yes","trailer.utility","Available","2024","Aluma","7815S-EL-TG-TR","","2024 Aluma 7815S-EL-TG-TR Utility Trailer","$6250.00","$0.00","$0.00","$0.00","$6834.00","1YGUS1517RB271515","New","US","CO","Parker","80134","3038414910","7815S UTILITY TRAILER\nALL ALUMINUM CONSTRUCTION (EXCLUDING AXLE AND COUPLER)\n4000 LB RUBBER TORSION AXLE-ELECTRIC BRAKES- EASY LUBE HUBS\nST205/75R15 LRC RADIAL TIRES\nALUMINUM WHEELS\nALUMINUM FENDERS\nEXTRUDED ALUMINUM FLOOR\nFRONT AND SIDE RETAINING RAILS\nA-FRAMED ALUMINUM TONGUE 48 INCH LONG WITH 2 INCH COUPLER\n(6) STAKE POCKETS\n(2) REAR STAB JACKS\nSWIVEL TONGUE JACK 1200 LB CAPACITY\nLED LIGHTING PACKAGE SAFETY CHAINS\nALUMINUM TAILGATE\nCASH CHECK OR FINANCED PRICE\nFINANCING AVAILABLE FOR THOSE THAT QUALIFY\nNOT RESPONSIBLE FOR TYPOGRAPHICAL ERRORS","180.00 in","78.00 in","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","No","2023-05-16T13:59:57-05:00","0","0",""
"TM26332","Yes","trailer.utility","Available","2024","Aluma","7815S-EL-TG-TR","","2024 Aluma 7815S-EL-TG-TR Utility Trailer","$6250.00","$0.00","$0.00","$0.00","$6834.00","1YGUS1510RB271517","New","US","CO","Parker","80134","3038414910","7815S UTILITY TRAILER\nALL ALUMINUM CONSTRUCTION (EXCLUDING AXLE AND COUPLER)\n4000 LB RUBBER TORSION AXLE-ELECTRIC BRAKES- EASY LUBE HUBS\nST205/75R15 LRC RADIAL TIRES\nALUMINUM WHEELS\nALUMINUM FENDERS\nEXTRUDED ALUMINUM FLOOR\nFRONT AND SIDE RETAINING RAILS\nA-FRAMED ALUMINUM TONGUE 48 INCH LONG WITH 2 INCH COUPLER\n(6) STAKE POCKETS\n(2) REAR STAB JACKS\nSWIVEL TONGUE JACK 1200 LB CAPACITY\nLED LIGHTING PACKAGE SAFETY CHAINS\nALUMINUM TAILGATE\nCASH CHECK OR FINANCED PRICE\nFINANCING AVAILABLE FOR THOSE THAT QUALIFY\nNOT RESPONSIBLE FOR TYPOGRAPHICAL ERRORS","168.00 in","78.00 in","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","No","2023-05-16T13:59:58-05:00","0","0",""
"TB26360","Yes","trailer.utility","Available","2023","Big Tex Trailers","35SA-10BK4RG","","2023 Big Tex Trailers 35SA-10BK4RG Utility Trailer","$2999.00","$0.00","$0.00","$0.00","$3297.00","16V1U1313P2287484","New","US","CO","Parker","80134","3038414910","6.5X10 SINGLE AXLE UTILITY\nMADE IN THE U.S.A.\nAT A GENEROUS 83 INCHES WIDE THE 35SA SINGLE AXLE UTILITY TRAILER FROM BIG TEX IS IDEAL FOR HOME AND GARDEN TASKS AND CAN EVEN ACCOMMODATE MANY SIDE-BY-SIDE MODELS.AVAILABLE X CONFIGURATIONS OF THE 35SA PUSH THE WIDTH TO 80 INCHES ADDING DECK SPACE CAPABILITY AND VERSATILITY.\nSTANDARD FEATURES:\nA-FRAME CHANNEL TONGUE\n2 INCH COUPLER\n2000 LB TOP WIND JACK (BOLTED ON)\n4-WAY FLAT CONNECTOR WITH LOOM\nREMOVABLE SAND FOOT ON JACK\n2 INCH PIPE TOP RAIL\n(4) TIE DOWN LOOPS INSIDE BED\n2 INCH TREATED PINE FLOOR\nRADIAL TIRESST205/75R15 LOAD RANGE C\n15 INCH X 5 INCH BLACK SPOKE 5 ON 5 WHEEL\nEZ LUBE HUBS\nDEXTER BRAND AXLE\nBRAKE FLANGES ON AXLE FOR EASY BRAKE ADDITION\nMULTI-LEAF SPRING\nGROMMET MOUNT SEALED LIGHTING\nL.E.D. LIGHTING PACKAGE\nPROTECTED WIRING\nRAMP GATE\nSUPERIOR QUALITY FINISH IS APPLIED FOR A HIGHLY DECORATIVE AND PROTECTIVE FINISH\nCASH CHECK OR FINANCED PRICE\nFINANCING AVAILABLE FOR THOSE WHO QUALIFY\nNOT RESPONSIBLE FOR TYPOGRAPHICAL ERRORS","120.00 in","78.00 in","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","No","2023-05-16T14:00:00-05:00","0","0",""
"TB26358","Yes","trailer.equipment","Available","2023","Big Tex Trailers","16ET-17BK+3MR","","2023 Big Tex Trailers 16ET-17BK+3MR Equipment Trailer","$11480.00","$0.00","$0.00","$0.00","$12559.00","16V1C2529P2287486","New","US","CO","Parker","80134","3038414910","7X20 SUPER DUTY TANDEM AXLE EQUIPMENT\nMADE IN THE U.S.A.\nTHE 16ET SUPER DUTY TANDEM AXLE EQUIPMENT TRAILER FROM BIG TEX HAS A GENEROUS 83 INCH WIDTH MULTIPLE LENGTH OPTIONS AND A FLUSH FLOOR PROVIDING VERSATILITY AND EXCEPTIONAL VALUE ALL IN ONE. HAUL EQUIPMENT AND SMALL TRACTORS COMFORTABLY WITH THE 16ET.\nSTANDARD FEATURES:\nADJUSTABLE 2-5/16 INCH DEMCO COUPLER IN CHANNEL\nFOLD BACK/WRAP TONGUE\nSTORAGE TRAY IN TONGUE AREA\n12000 LB DROP LEG JACK - SIDE WIND\nSPARE TIRE MOUNT (FRONT)\nCOMPLETE BREAK-A-WAY SYSTEM W/ CHARGER\nZIP BREAKAWAY CABLE\nSEALED MODULAR WIRING HARNESS\nFABRICATED TOP RAIL\nRUB RAIL AND TIE DOWN POCKETS ALONG SIDES\nFULL 83 INCH WIDE BED BETWEEN FENDERS\n2 INCH TREATED PINE FLOOR\n17.5 INCH RADIAL TIRES ST215/75R17.5 LOAD RANGE H\nPREMIUM HD BLACK MOD WHEELS W/ ... INCH WHEEL STUDS\nDOUBLE DIAMOND PLATE FENDERS (REMOVABLE)\nNEV-R-ADJUST ELECTRIC BRAKES ON ALL HUBS\nCAMBERED OIL BATH AXLES\nDEXTER BRAND AXLES\nGROMMET MOUNT SEALED LIGHTING\nL.E.D. LIGHTING PACKAGE\nRAMPS\nSUPERIOR QUALITY FINISH IS APPLIED FOR A HIGHLY DECORATIVE AND PROTECTIVE FINISH\nCASH CHECK OR FINANCED PRICE\nFINANCING AVAILABLE TO THOSE WHO QUALIFY\nNOT RESPONSIBLE FOR TYPOGRAPHICAL ERRORS","240.00 in","84.00 in","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","No","2023-05-16T14:00:01-05:00","0","0",""
"TB26353","Yes","trailer.flatbed","Available","2023","Big Tex Trailers","10ET-20BK-KR","","2023 Big Tex Trailers 10ET-20BK-KR Flatbed Trailer","$6815.00","$0.00","$0.00","$0.00","$7447.00","16V1C2522P2287491","New","US","CO","Parker","80134","3038414910","7X18 PRO SERIES TANDEM AXLE EQUIPMENT TRAILER\nMADE IN THE U.S.A.\n10ET STANDARD FEATURES:\nFORGED ADJUSTABLE 2-5/16 INCH COUPLER\n(2)5200# AXLES\nFOLD BACK / WRAP TONGUE\nSET-BACK 8000# DROP LEG JACK\nCOMPLETE BREAK-A-WAY SYSTEM WITH CHARGER\nSEALED MODULAR WIRING HARNESS\n2 INCH FORMED TUBULAR STOP RAIL&lt;\nRUB RAIL AND TIE DOWN POCKETS ALONG SIDES\n2 INCH TREATED PINE FLOOR\nRADIAL TIRESST225/75R15 LOAD RANGE D\n15 INCH x 6 INCH BLACK SPOKE WHEELS\nSPARE TIRE MOUNT\nMULTI LEAF SPRING WITH EQUALIZER\nEZ LUBE HUBS\nNEV-R-ADJUST ELECTRIC BRAKES ON ALL HUBS\nCAMBERED AXLES\nDEXTER BRAND AXLES\nTEARDROP STYLE FENDERS (REMOVABLE)\n36 INCH CLEATED DOVETAIL\nGROMMET MOUNT SEALED LIGHTING\nL.E.D. LIGHTING PACKAGE\nRAMPS\nSUPERIOR QUALITY AND FINISH IS APPLIED FOR A HIGHLY DECORATIVE AND PROTECTIVE FINISH\nCASH CHECK OR FINANCED PRICE\nFINANCING AVAILABLE TO THOSE WHO QUALIFY\nNOT RESPONSIBLE FOR TYPOGRAPHICAL ERRORS","240.00 in","84.00 in","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","No","2023-05-16T14:00:02-05:00","0","0",""
"TB26354","Yes","trailer.flatbed","Available","2023","Big Tex Trailers","10ET-20BK-MR","","2023 Big Tex Trailers 10ET-20BK-MR Flatbed Trailer","$7325.00","$0.00","$0.00","$0.00","$8076.00","16V1C2520P2287490","New","US","CO","Parker","80134","3038414910","7X18 PRO SERIES TANDEM AXLE EQUIPMENT TRAILER\nMADE IN THE U.S.A.\n10ET STANDARD FEATURES:\nFORGED ADJUSTABLE 2-5/16 INCH COUPLER\n(2)5200# AXLES\nFOLD BACK / WRAP TONGUE\nSET-BACK 8000# DROP LEG JACK\nCOMPLETE BREAK-A-WAY SYSTEM WITH CHARGER\nSEALED MODULAR WIRING HARNESS\n2 INCH FORMED TUBULAR STOP RAIL&lt;\nRUB RAIL AND TIE DOWN POCKETS ALONG SIDES\n2 INCH TREATED PINE FLOOR\nRADIAL TIRESST225/75R15 LOAD RANGE D\n15 INCH x 6 INCH BLACK SPOKE WHEELS\nSPARE TIRE MOUNT\nMULTI LEAF SPRING WITH EQUALIZER\nEZ LUBE HUBS\nNEV-R-ADJUST ELECTRIC BRAKES ON ALL HUBS\nCAMBERED AXLES\nDEXTER BRAND AXLES\nTEARDROP STYLE FENDERS (REMOVABLE)\n36 INCH CLEATED DOVETAIL\nGROMMET MOUNT SEALED LIGHTING\nL.E.D. LIGHTING PACKAGE\nRAMPS\nSUPERIOR QUALITY AND FINISH IS APPLIED FOR A HIGHLY DECORATIVE AND PROTECTIVE FINISH\nCASH CHECK OR FINANCED PRICE\nFINANCING AVAILABLE TO THOSE WHO QUALIFY\nNOT RESPONSIBLE FOR TYPOGRAPHICAL ERRORS","240.00 in","84.00 in","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","No","2023-05-16T14:00:06-05:00","0","0",""
